,Job_Title,Salary,Company_Name,Location,Category,Subcategory,Skills,Links
766,"Weekend Data Entry Workers Wanted, $30/PH",46500.0,Hire Network,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/weekend-data-entry-workers-wanted-30ph/aa00d1f3-a195-4175-bb75-d1e89ee8b7fd
767,"Office and Data Entry Administrator, $30 Hourly",43500.0,Datamark Inc,Hobart TAS,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/office-and-data-entry-administrator-30-hourly/bade7b87-4396-4c1b-94d8-e2a39ee76781
768,IoT Data Analytics Engineer,87000.0,Modis,Perth CBD & Inner Suburbs WA,Information Technology (IT),Other (Information Technology (IT)),"['ARTICULATE', 'DATA ANALYTICS', 'DATA SCIENCE', 'MACHINE LEARNING', 'MARKETING ANALYSIS', 'PRODUCT DEVELOPMENT']",https://www.careerone.com.au/jobview/iot-data-analytics-engineer/93f1a3d1-8a37-4cf0-8d85-d43b667c7138
769,"General Data Entry and Admin Clerks, $30 Hour",43500.0,Hire Network,Melbourne VIC,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/general-data-entry-and-admin-clerks-30-hour/e08a8478-86ca-447b-8979-bc0501b51c59
770,"Admin and Data Entry Clerk Wanted, $30/Hour",42500.0,Hire Network,Adelaide CBD SA,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/admin-and-data-entry-clerk-wanted-30hour/de6b0340-78ad-4a75-b3e6-8a4d9558aae0
771,"Urgent Office and Data Entry Clerk, $30/HOUR",46500.0,Datamark Inc,Southern Suburbs Brisbane QLD,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/urgent-office-and-data-entry-clerk-30hour/d263d7c1-e94d-4874-b624-36823d8397e0
772,"General Administrator and Data Entry Clerk, $28/HR",48000.0,Hire Network,Hobart TAS,Administration & Office Support,Data Entry,['COMMUNICATION'],https://www.careerone.com.au/jobview/general-administrator-and-data-entry-clerk-28hr/f7bcff9e-72e0-4f37-925d-617a3d65ca05
773,"Data Entry and Office Administrative, $30/HOUR",46500.0,Talent Works,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE ADMINISTRATIVE', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-entry-and-office-administrative-30hour/1807ea81-d32d-4b5f-97ca-f1100b789d5c
774,Data Analyst,84000.0,Modis,Adelaide CBD SA,Information Technology (IT),Database Development & Admin,"['COMMUNICATION', 'DATA ANALYST', 'MARKETING ANALYSIS', 'MICROSOFT EXCEL', 'MICROSOFT SQL SERVER INTEGRATION SERVICES', 'VBA']",https://www.careerone.com.au/jobview/data-analyst/35e6c59f-43dd-43b9-832b-c1774e5fad03
775,Data Analyst | Financial Services | Contract,134500.0,Robert Half,Melbourne VIC,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS ANALYSIS', 'BUSINESS INTELLIGENCE', 'BUSINESS REQUIREMENTS', 'COMMUNICATION', 'CRM', 'DATA ANALYST', 'DATA GOVERNANCE', 'ETL', 'GAP ANALYSIS', 'MARKETING ANALYSIS', 'MICROSOFT SSRS', 'MICROSOFT WORD', 'PROGRAM MANAGER', 'SQL', 'STAKEHOLDER ENGAGEMENT', 'TECHNICAL SPECIFICATIONS', 'TRANSLATING', 'VISUALIZATION', 'WEB PORTAL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-analyst-financial-services-contract/506a55ff-2933-4a52-a6e6-e6f9ca9cb890
776,Data Analyst,63000.0,Job Search,Sydney CBD NSW,Marketing & Advertising,Digital Search Marketing - SEM/SEO,"['AUDIENCE INSIGHTS', 'DIGITAL CAMPAIGN', 'MARKETING', 'MARKETING ANALYSIS']",https://www.careerone.com.au/jobview/data-analyst/96a49903-87a0-4f01-bdd7-36b0414e08df
777,"Data Entry and Office Worker Needed, $30 Hour",48000.0,Talent Works,Adelaide CBD SA,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-entry-and-office-worker-needed-30-hour/80e1cae8-26d7-4171-836b-9c599ccb17f7
778,Data Analyst (Bi-Lingual),76000.0,Job Search,Melbourne VIC,Information Technology (IT),Business/Systems Analysts (IT),"['CHANGE MANAGEMENT', 'COMMUNICATION', 'DATA ANALYST', 'MICROSOFT POWERPOINT', 'ORGANIZATIONAL SKILLS', 'SELF-STARTER']",https://www.careerone.com.au/jobview/data-analyst-bi-lingual/a7c5cfd9-130f-4b09-a37a-120155b2e4bf
779,Asset Engineer/Data Analyst,81500.0,Navartis Australia,Sydney NSW,Engineering,Civil & Structural,"['EXCELLENT COMPUTER SKILLS', 'MICROSOFT EXCEL', 'PIPELINE']",https://www.careerone.com.au/jobview/asset-engineerdata-analyst/a7e8ac16-e2a1-4143-aad3-dfd49d10de4e
780,"Weekend Data Entry and Admin Clerk, $30 Hour",51000.0,Talent Works,Melbourne VIC,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/weekend-data-entry-and-admin-clerk-30-hour/93b0f665-23ff-4cd7-82f7-2ac24cde9ef9
781,"Urgent Data Entry and Admin Clerk, $30 Hourly",42500.0,Talent Works,Hobart TAS,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/urgent-data-entry-and-admin-clerk-30-hourly/5d0dad4b-3692-414b-b805-4b3795b6b502
782,APS4 data entry - Federal Government,58500.0,Randstad,Canberra ACT,Administration & Office Support,Administration Assistants,"['ADMINISTRATIVE SUPPORT', 'COMMUNICATION', 'GENERAL ADMINISTRATIVE DUTIES', 'GOVERNMENT CLIENTS', 'MICROSOFT OFFICE', 'SCANNING']",https://www.careerone.com.au/jobview/aps4-data-entry-federal-government/4b3edc67-d005-4ee5-9423-01960fec16e9
783,Data Analyst,153500.0,Finite IT,Adelaide CBD SA,Information Technology (IT),Database Development & Admin,"['BUSINESS INTELLIGENCE', 'DATA ANALYST', 'MARKETING ANALYSIS', 'MICROSOFT EXCEL', 'MICROSOFT SQL SERVER INTEGRATION SERVICES', 'MICROSOFT WORD', 'MS SQL SERVER', 'POWER BI', 'VBA']",https://www.careerone.com.au/jobview/data-analyst/8bd7e1e6-9a4d-41d2-9d13-35c38f73f7a9
784,Manager of Data Analytics,72000.0,PRA,Canberra ACT,Information Technology (IT),Consultant,"['BUSINESS INTELLIGENCE', 'DATA ANALYTICS', 'DATA CLEANSING', 'DATA SCIENCE', 'DATA WAREHOUSING', 'POWER BI', 'SQL', 'TABLEAU SOFTWARE']",https://www.careerone.com.au/jobview/manager-of-data-analytics/b83bd1da-98cb-4dd9-8169-684a1bc53f73
785,"General Data Entry & Office Clerk, $30 An Hour",43500.0,Talent Works,Southern Suburbs Brisbane QLD,Administration & Office Support,Data Entry,"['COMMUNICATION', 'DATABASE MANAGEMENT', 'MICROSOFT EXCEL', 'MICROSOFT POWERPOINT', 'MICROSOFT WORD', 'OFFICE CLERK', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/general-data-entry-office-clerk-30-an-hour/e6719193-8e24-4a35-9b42-73a5b6cba57e
786,SAP MDG Consultant Master Data Governance BRF,157500.0,Genesis IT&T Pty Ltd,Kensington NSW 2033,Information Technology (IT),Consultant,"['DATA GOVERNANCE', 'SAP', 'STRONG COMMUNICATION SKILLS']",https://www.careerone.com.au/jobview/sap-mdg-consultant-master-data-governance-brf/f1d231a1-b6a1-4bb9-b612-8d1100fa7dec
787,Junior Data Scientist,56000.0,Motion Recruitment,Australia,Information Technology (IT),Other (Information Technology (IT)),['DATA SCIENCE'],https://www.careerone.com.au/jobview/junior-data-scientist/c6195f5d-a9a9-4b95-bc88-7ae29a24880c
788,Lead Data Engineer,128000.0,Latitude Financial Services,Melbourne VIC,Information Technology (IT),Software Engineering,"['AWS', 'CODING', 'OPEN SOURCE']",https://www.careerone.com.au/jobview/lead-data-engineer/f932d056-c503-4b6c-9943-de19f754244d
789,"Senior BI Manager - Strategy, Data, Analytics & Reporting",180000.0,Bluefin Resources,Sydney CBD NSW,Information Technology (IT),Business/Systems Analysts (IT),"['BUSINESS INTELLIGENCE', 'BUSINESS REQUIREMENTS', 'BUSINESS SYSTEMS ANALYSIS', 'COMMUNICATION', 'CONTINUOUS IMPROVEMENT', 'DATA ANALYTICS', 'DATA QUALITY', 'EMBEDDED SYSTEMS', 'ITIL', 'LEADERSHIP SKILLS', 'LIFE CYCLE', 'OPERATIONS', 'PROJECT MANAGEMENT', 'STAKEHOLDER ENGAGEMENT', 'STRUCTURED SOFTWARE', 'SWITCH CAPACITY', 'TRADING']",https://www.careerone.com.au/jobview/senior-bi-manager-strategy-data-analytics-reporting/f30616d0-a44f-4296-a94c-707fe9f121d6
790,SQL Data Developer / Junior GCP Data Engineer,125000.0,Correlate Resources,Sydney NSW 2000,Information Technology (IT),Database Development & Admin,"['AWS', 'DATA ANALYTICS', 'DATA MART', 'JAVA', 'MS SQL SERVER', 'SELF MOTIVATED', 'SQL', 'STAKEHOLDER ENGAGEMENT', 'STORED PROCEDURES']",https://www.careerone.com.au/jobview/sql-data-developer-junior-gcp-data-engineer/1a1782f8-dd9f-4af6-9f7b-3365a64ede1a
791,Data Entry,57200.0,Zoom Recruitment and Training,Sunshine VIC 3020,Administration & Office Support,Data Entry,"['ADMIN ASSISTANT', 'SELF-STARTER']",https://www.careerone.com.au/jobview/data-entry/23908925-ed57-4216-aed5-e7af25e10b4e
792,Data Engineer,144000.0,PS&C Group,Melbourne CBD VIC,Information Technology (IT),IT Management & Senior Leadership,"['DATA MANAGEMENT', 'DATA SOURCES', 'DATA WAREHOUSING', 'ETL', 'MANAGEMENT', 'OPERATIONS', 'SQL', 'SQL QUERIES', 'STRUCTURED SOFTWARE', 'UNSTRUCTURED DATA']",https://www.careerone.com.au/jobview/data-engineer/06e0bd02-c61c-4f18-b49a-2413b54dcdc5
793,Tactical Data Links Systems Engineer,103000.0,Boeing RIV Site,Southern Suburbs Brisbane QLD,Engineering,Systems & Process Engineering,"['AEROSPACE', 'DIVERSE TEAM', 'LABORATORY', 'MILITARY STANDARDS', 'PACKAGING', 'SYSTEMS ENGINEER', 'SYSTEMS ENGINEERING']",https://www.careerone.com.au/jobview/tactical-data-links-systems-engineer/03c19c2a-2a19-4a33-bf71-6c8921939015
794,BI/Data Solutions Consultant,116000.0,BT People,Sydney NSW 2000,Information Technology (IT),Consultant,"['ASCENTIAL', 'BUSINESS INTELLIGENCE', 'COMMUNICATION', 'CRM', 'DATA ANALYTICS', 'DATA MANAGEMENT', 'DATA WAREHOUSING', 'DATABASE MODELING', 'DATASTAGE', 'ERP', 'ETL', 'INFORMATICA', 'MARKETING ANALYSIS', 'MS SQL SERVER', 'POWER BI', 'PRESENTATION SKILLS', 'RELATIONAL DATABASE', 'SAP', 'SAP BUSINESS OBJECTS', 'SQL', 'TABLEAU SOFTWARE', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/bidata-solutions-consultant/0727d8e0-8cc0-481d-b277-062008800780
795,"Senior Big Data Engineer SQL,Python experience, exp in AWS or Azure a must",160000.0,Counterpoint,Melbourne CBD VIC,Information Technology (IT),Developers/Programmers,"['APACHE HADOOP SQOOP', 'API', 'AWS', 'BUSINESS INTELLIGENCE', 'CSS', 'DATA SCIENCE', 'HTML', 'HTML5', 'MACHINE LEARNING', 'REAL TIME', 'REST', 'SOAP', 'SQL']",https://www.careerone.com.au/jobview/senior-big-data-engineer-sqlpython-experience-exp-in-aws-or-azure-a-must/147cacb3-a7f8-4905-ba70-9c634c6f18ff
796,3 x Electrical & Data Trade Assistants | Mansfield & Holland Park | 4-5 Months,54000.0,ri kroot,Southern Suburbs Brisbane QLD,Trades & Services,Labourer,[],https://www.careerone.com.au/jobview/3-x-electrical-data-trade-assistants-mansfield-holland-park-4-5-months/49a6ae4e-33fb-4994-9bb2-1302b453b8a1
797,Data Engineer,135000.0,Morgan McKinley,Sydney CBD NSW,Information Technology (IT),Software Engineering,"['CODING', 'Hive', 'NOSQL', 'Pig', 'SQL']",https://www.careerone.com.au/jobview/data-engineer/4477ce65-b4dc-4895-97d0-7063e37d0453
798,Electrician - Data Centre,84500.0,BGIS,Sydney CBD NSW,Construction,Electrician,"['AIR CONDITIONING', 'CHILLERS', 'CONTINUOUS IMPROVEMENT', 'GENERATORS', 'INSPECTIONS']",https://www.careerone.com.au/jobview/electrician-data-centre/38bba19c-300a-4e85-9e9c-4c3bcfcf5c09
799,Senior Data Engineer - AWS,145500.0,Bluefin Resources,Melbourne CBD VIC,Information Technology (IT),Software Engineering,"['APACHE', 'AWS', 'BUSINESS INTELLIGENCE', 'DATA CLEANSING', 'DATA MANAGEMENT', 'HADOOP', 'Hive', 'JAVA', 'KAFKA', 'Pig', 'SQL']",https://www.careerone.com.au/jobview/senior-data-engineer-aws/8edfa61d-14c4-402c-97c2-f375a831d720
800,Data Analyst,100500.0,Onpoint 365,Box Hill South VIC 3128,Information Technology (IT),IT Management & Senior Leadership,"['DATA ANALYST', 'DATA MART', 'GENESYS', 'LEADERSHIP', 'MANAGEMENT', 'MARKETING ANALYSIS', 'SQL', 'TECHNICAL SUPPORT']",https://www.careerone.com.au/jobview/data-analyst/741c0436-b87e-49b3-a41c-1c1425a056cd
801,Enterprise Data Engineer,125000.0,MinterEllison,Melbourne VIC,Information Technology (IT),Developers/Programmers,"['AWS', 'COMMUNICATION', 'CONTINUOUS IMPROVEMENT', 'DATA GOVERNANCE', 'DATA RETREIVAL', 'DATA SCIENCE', 'DATA SOURCES', 'DATA WAREHOUSING', 'ETL', 'INFORMATICA', 'MARKETING ANALYSIS', 'REAL TIME', 'Serial Attached SCSI', 'SQL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/enterprise-data-engineer/74490e4c-0617-40af-98d8-9fbfda6e45b7
802,Head of Data Technology,200500.0,Paxus,Sydney NSW 2000,Information Technology (IT),IT Management & Senior Leadership,"['BUSINESS INTELLIGENCE', 'DATA ANALYTICS', 'DATA MANAGEMENT', 'DATA SCIENCE', 'DATA TRANSFORMATION', 'DATA WAREHOUSING', 'DATAWAREHOUSE', 'HADOOP', 'MANAGEMENT', 'MARKETING ANALYSIS', 'PROJECT MANAGEMENT']",https://www.careerone.com.au/jobview/head-of-data-technology/a3431289-a6b1-4089-b446-ea9ad609ae06
803,Data Warehouse Tester,125000.0,DWS Limited,Melbourne CBD VIC,Information Technology (IT),Testing & Quality Assurance,"['COMMUNICATION', 'DATA WAREHOUSING', 'ETL', 'PROJECT MANAGEMENT', 'SQL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/data-warehouse-tester/9e26f79b-9e8a-489c-a1c3-297586a506d9
804,Facilities Manager - Data Analyst,97000.0,CGC Recruitment,Sydney CBD NSW,Property & Real Estate,Body Corporate & Facilities Management,['ACROBAT'],https://www.careerone.com.au/jobview/facilities-manager-data-analyst/69a79d08-8485-4ed5-a0f5-fe60d388569d
805,Senior Data Engineer,152500.0,PRA,Melbourne CBD VIC,Information Technology (IT),Developers/Programmers,"['COMMUNICATION', 'ETL', 'SCRIPTING', 'SQL', 'STRONG WORK ETHIC', 'WEB DATABASE']",https://www.careerone.com.au/jobview/senior-data-engineer/921aa493-2932-49d1-86da-36c2218469e2
806,Master Data Officer,60000.0,Morgan Consulting,Essendon VIC 3040,Accounting,Credit Controller,"['COMMUNICATION', 'CREDIT', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/master-data-officer/88d11871-e90a-4636-a75d-80e7a6d2cd5f
807,Data Analytics Manager,105500.0,Ambition Australia,Australia,Information Technology (IT),IT Management & Senior Leadership,"['DATA ANALYTICS', 'LEADERSHIP', 'MANAGEMENT']",https://www.careerone.com.au/jobview/data-analytics-manager/7cd1cbef-797a-4401-b29a-433fc929d3df
808,Senior Data Engineer,135000.0,Ambition Australia,Brisbane CBD QLD,Information Technology (IT),Software Engineering,"['BUSINESS INTELLIGENCE', 'DATA MANAGEMENT', 'DATABASE MODELING']",https://www.careerone.com.au/jobview/senior-data-engineer/52c623cc-79f4-4f6f-baef-1c36baa024e0
809,Senior Data Engineer,132000.0,Synergy Placements Pty Ltd,Brisbane CBD QLD,Information Technology (IT),Database Development & Admin,"['BUSINESS INTELLIGENCE', 'COMMUNICATION', 'CONTENT MANAGEMENT', 'DATA ARCHITECTURE', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA MINING', 'DATA PROFILING', 'DATA QUALITY', 'DATA VALIDATION', 'DATASETS', 'DEPLOYMENT', 'MARKETING ANALYSIS', 'MASTER DATA MANAGEMENT', 'MICROSOFT WORD', 'PROVISIONING', 'SQL', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/senior-data-engineer/5b349a84-3006-4546-bead-179edd669e64
810,Big Data Engineer,124500.0,4Twenty Consulting PTY LTD,Sydney NSW 2000,Information Technology (IT),Developers/Programmers,"['APACHE SPARK', 'AWS', 'DATA MIGRATION', 'DESIGN PATTERNS', 'HADOOP', 'JAVA', 'UNSTRUCTURED DATA', 'WEB SERVICES']",https://www.careerone.com.au/jobview/big-data-engineer/ad328b15-46c2-46a5-85c5-db75279446f3
811,Data Entry Clerk,52000.0,Kennedy Reid,Kurnell NSW 2231,Administration & Office Support,Data Entry,"['COMMUNICATION', 'INTERVIEWING', 'STRONG COMMUNICATION SKILLS', 'STRONG WORK ETHIC']",https://www.careerone.com.au/jobview/data-entry-clerk/f8d28c31-1d45-41bb-ac62-777a5ba5e9ea
812,Data Architect,202000.0,Bluefin Resources,Melbourne VIC,Information Technology (IT),IT Management & Senior Leadership,"['CRM', 'DATA ARCHITECTURE', 'MANAGEMENT', 'SALESFORCE']",https://www.careerone.com.au/jobview/data-architect/03041d41-087c-4ce1-a72b-c93dc6bc873a
813,"Data Entry and Office Workers, $30/HOUR",53000.0,Bingzone Inc,Southern Suburbs Brisbane QLD,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/data-entry-and-office-workers-30hour/17e4c2dc-30a0-440b-86f4-41c6b72dbad3
814,Heavy Industrial Electricians | Electrical & Data Upgrade and Maintenance,73000.0,ri kroot,Southern Suburbs Brisbane QLD,Trades & Services,Electrician,"['MAINTENANCE', 'STRONG WORK ETHIC']",https://www.careerone.com.au/jobview/heavy-industrial-electricians-electrical-data-upgrade-and-maintenance/288f411a-6ea2-40f6-8077-6a0186456cde
815,IT Operations Manager (AWS) - Global Tech / Big Data,100000.0,Hawksworth,Sydney NSW 2000,Information Technology (IT),Networks & Systems Administration,"['AWS', 'MICROSOFT WORD', 'OPERATIONS MANAGER', 'TEAM PLAYER']",https://www.careerone.com.au/jobview/it-operations-manager-aws-global-tech-big-data/1855569e-4e40-42eb-8e28-bef98d93f5a0
816,Business Development Manager - Market Data / Insights,82500.0,BMS Sales Recruitment PTY Ltd,Melbourne CBD VIC,Sales,New Business Development,"['BUSINESS DEVELOPMENT', 'BUSINESS SALES', 'PROSPECTING', 'SALES', 'SOLUTION SALES']",https://www.careerone.com.au/jobview/business-development-manager-market-data-insights/08b89462-7fd9-4d0c-af07-84ed2481e022
817,Data Engineer,110500.0,Horizon Consulting,Melbourne CBD VIC,Information Technology (IT),Software Engineering,"['APACHE', 'AWS', 'KAFKA', 'RDBMS', 'STRUCTURED SOFTWARE']",https://www.careerone.com.au/jobview/data-engineer/25251fd9-b0b7-45d1-8939-f5661fdabab2
818,Data Analyst with Contact Centre Analytics experience,102500.0,Clicks IT Recruitment,Box Hill South VIC 3128,Information Technology (IT),Database Development & Admin,"['ASTERADATA', 'DATA ANALYST', 'DATA ANALYTICS', 'DATA MART', 'DATA SOURCES', 'DATASETS', 'GENESYS', 'MARKETING ANALYSIS', 'PERFORMANCE TUNING', 'SQL', 'TECHNICAL ASSISTANCE', 'TECHNICAL LEADERSHIP', 'TECHNICAL SUPPORT']",https://www.careerone.com.au/jobview/data-analyst-with-contact-centre-analytics-experience/72d3f876-bdb5-440f-aa32-41363ed05f97
819,"Data Entry and Admin Assistant, $30/HOUR",46500.0,Bingzone Inc,Melbourne VIC,Administration & Office Support,Data Entry,"['ADMIN ASSISTANT', 'ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/data-entry-and-admin-assistant-30hour/7473c5e9-828e-4afb-865e-0cfd339efbf2
820,HR Data Analyst,90000.0,Messina Talent,Baulkham Hills NSW 2153,Information Technology (IT),IT Management & Senior Leadership,"['DATA ANALYST', 'DATA ANALYTICS', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'LEADERSHIP', 'MANAGEMENT', 'MARKETING ANALYSIS', 'WAREHOUSE MANAGEMENT']",https://www.careerone.com.au/jobview/hr-data-analyst/918d332a-83fa-4ee0-a85f-8df7c47658ee
821,Metering Data Officer,62500.0,Clicks IT Recruitment,Silverwater NSW 2128,Administration & Office Support,Data Entry,['EXCEPTIONS'],https://www.careerone.com.au/jobview/metering-data-officer/59650929-c158-4a96-8f66-4932138987a6
822,Data Engineer,140000.0,Greythorn,Melbourne CBD VIC,Information Technology (IT),Software Engineering,"['Amazon Elastic Compute Cloud', 'AMAZON KINESIS', 'AWS', 'DATA PROFILING', 'DATA SCIENCE', 'DATA TRANSFORMATION', 'EMR', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'LINUX', 'SQL', 'STRUCTURED SOFTWARE', 'TELCO']",https://www.careerone.com.au/jobview/data-engineer/4533da1a-ba5a-45cb-894a-001945bdcd88
823,Data Technician | Fibre Technician,80000.0,Complete Recruitment Solutions,Sydney NSW 2000,Trades & Services,Technician,"['CABLING', 'STRONG WORK ETHIC']",https://www.careerone.com.au/jobview/data-technician-fibre-technician/c8795c30-1292-45cf-9247-caeeb8bdbce4
824,Senior Data Engineer (Cloud/Data lake),134000.0,Eden Ritchie,Brisbane CBD QLD,Information Technology (IT),Database Development & Admin,"['BUSINESS INTELLIGENCE', 'COMMUNICATION', 'CONTENT MANAGEMENT', 'DATA MANAGEMENT', 'DATA MINING', 'DATA PROFILING', 'DATA QUALITY', 'DATA VALIDATION', 'DATASETS', 'MARKETING ANALYSIS', 'MASTER DATA MANAGEMENT', 'PROVISIONING', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/senior-data-engineer-clouddata-lake/94ce7749-4776-4c1a-81fe-f40d37491074
825,"General Admin and Data Entry Clerk, $28/HR",41500.0,Bingzone Inc,Sydney CBD NSW,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/general-admin-and-data-entry-clerk-28hr/823bad75-0f71-438c-b734-55958510f946
826,Data Scientist,100500.0,Horizon Consulting,Melbourne CBD VIC,Information Technology (IT),Developers/Programmers,"['COMMUNICATION', 'JAVA', 'OPEN SOURCE', 'SQL', 'STRUCTURED SOFTWARE', 'TABLEAU SOFTWARE', 'TELECOM']",https://www.careerone.com.au/jobview/data-scientist/b75e7292-aaca-4d53-bc9c-91424d18d862
827,"Urgent Office and Data Entry Clerk, $28/HOUR",46000.0,Bingzone Inc,Hobart TAS,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/urgent-office-and-data-entry-clerk-28hour/ae790f41-c35a-4675-b0bd-57376f8d653c
828,"Data Entry and Admin Clerks Wanted, $30/HR",42500.0,Bingzone Inc,Adelaide CBD SA,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/data-entry-and-admin-clerks-wanted-30hr/b6830426-0582-4ecd-a1bf-c21de5d4f484
829,Data Analyst - data migration,216000.0,FourQuarters,Melbourne CBD VIC,Information Technology (IT),Database Development & Admin,"['DATA ANALYST', 'DATA MIGRATION', 'PRICING', 'SQL']",https://www.careerone.com.au/jobview/data-analyst-data-migration/fe6168f4-3a27-4e69-9a57-e912930e5ed0
830,Data Science (Lead/Senior),114500.0,Sustainability Consulting,Sydney NSW 2000,Information Technology (IT),Other (Information Technology (IT)),"['COMMUNICATION', 'DATA SCIENCE', 'DEEP LEARNING', 'MACHINE LEARNING', 'SCRIPTING', 'Serial Attached SCSI', 'SQL', 'TEAM BUILDING']",https://www.careerone.com.au/jobview/data-science-leadsenior/1b237f20-6ceb-4b4f-826d-108ece79ce71
831,Enterprise Data Architect,152000.0,MinterEllison,Melbourne VIC,Information Technology (IT),Software & System Architecture,"['COMMUNICATION', 'CONTENT MANAGEMENT', 'CONTINUOUS IMPROVEMENT', 'CRM', 'DATA ARCHITECTURE', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA QUALITY', 'DESIGN PATTERNS', 'ETL', 'INFORMATION SECURITY', 'MASTER DATA MANAGEMENT', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/enterprise-data-architect/27d4072d-5bf4-4f8b-8226-8102a13640e0
