MEASURE,Measure,PROP_TYPE,Property type,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value,Flag Codes,Flags
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2013-Q4,Dec-13,3.8,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q1,Mar-14,1.2,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q2,Jun-14,1.4,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q3,Sep-14,1.1,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2014-Q4,Dec-14,2,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q1,Mar-15,1.2,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q2,Jun-15,4.7,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q3,Sep-15,3.2,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2015-Q4,Dec-15,1.8,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q1,Mar-16,1.4,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q2,Jun-16,3.1,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q3,Sep-16,2.1,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2016-Q4,Dec-16,6,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q1,Mar-17,4.1,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q2,Jun-17,3,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q3,Sep-17,1.6,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2017-Q4,Dec-17,2.6,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q1,Mar-18,-0.5,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q2,Jun-18,-1,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q3,Sep-18,-3,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2018-Q4,Dec-18,-3.2,,
2,Percentage change from previous quarter,2,Established houses,2GMEL,Greater Melbourne,Q,Quarterly,2019-Q1,Mar-19,-3.7,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q1,Mar-09,-0.4,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q2,Jun-09,2.8,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q3,Sep-09,2.6,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2009-Q4,Dec-09,6,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q1,Mar-10,2.9,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q2,Jun-10,0.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q3,Sep-10,-2.6,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2010-Q4,Dec-10,0.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q1,Mar-11,-0.9,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q2,Jun-11,-2.7,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q3,Sep-11,-1.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2011-Q4,Dec-11,0.3,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q1,Mar-12,1.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q2,Jun-12,0.5,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q3,Sep-12,1.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2012-Q4,Dec-12,3,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q1,Mar-13,2.2,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q2,Jun-13,2.9,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q3,Sep-13,0.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2013-Q4,Dec-13,2.9,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q1,Mar-14,0.8,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q2,Jun-14,0,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q3,Sep-14,-0.3,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2014-Q4,Dec-14,0,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q1,Mar-15,-0.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q2,Jun-15,-0.9,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q3,Sep-15,-2.4,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2015-Q4,Dec-15,0.5,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q1,Mar-16,-1.7,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q2,Jun-16,-1.2,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q3,Sep-16,-1.6,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2016-Q4,Dec-16,0.3,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q1,Mar-17,-1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q2,Jun-17,-0.8,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q3,Sep-17,-1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2017-Q4,Dec-17,1.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q1,Mar-18,-0.9,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q2,Jun-18,-0.1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q3,Sep-18,-0.6,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2018-Q4,Dec-18,-1,,
2,Percentage change from previous quarter,3,Residential property,5GPER,Greater Perth,Q,Quarterly,2019-Q1,Mar-19,-1.1,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q1,Mar-09,86.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q2,Jun-09,90.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q3,Sep-09,94,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2009-Q4,Dec-09,99.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q1,Mar-10,102.3,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q2,Jun-10,104.3,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q3,Sep-10,103,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2010-Q4,Dec-10,103.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q1,Mar-11,102.7,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q2,Jun-11,102,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q3,Sep-11,100.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2011-Q4,Dec-11,99.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q1,Mar-12,100,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q2,Jun-12,100.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q3,Sep-12,100.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2012-Q4,Dec-12,102.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q1,Mar-13,103.1,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q2,Jun-13,105.7,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q3,Sep-13,108.3,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2013-Q4,Dec-13,112.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q1,Mar-14,114.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q2,Jun-14,116.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q3,Sep-14,117.8,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2014-Q4,Dec-14,120.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q1,Mar-15,122.1,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q2,Jun-15,127.8,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q3,Sep-15,130.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2015-Q4,Dec-15,130.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q1,Mar-16,130.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q2,Jun-16,133,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q3,Sep-16,135,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2016-Q4,Dec-16,140.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q1,Mar-17,143.7,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q2,Jun-17,146.5,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q3,Sep-17,146.2,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2017-Q4,Dec-17,147.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q1,Mar-18,146.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q2,Jun-18,145.6,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q3,Sep-18,143.4,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2018-Q4,Dec-18,140,,
1,Index Number,3,Residential property,100,Weighted average of eight capital cities,Q,Quarterly,2019-Q1,Mar-19,135.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2009-Q1,Mar-09,-7.1,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2009-Q2,Jun-09,-2.9,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2009-Q3,Sep-09,2.3,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2009-Q4,Dec-09,10.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2010-Q1,Mar-10,14.9,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2010-Q2,Jun-10,12.3,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2010-Q3,Sep-10,6.2,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2010-Q4,Dec-10,0.3,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2011-Q1,Mar-11,-3.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2011-Q2,Jun-11,-6.7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2011-Q3,Sep-11,-4.7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2011-Q4,Dec-11,-4.1,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2012-Q1,Mar-12,-2.3,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2012-Q2,Jun-12,1.4,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2012-Q3,Sep-12,3.2,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2012-Q4,Dec-12,6.2,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2013-Q1,Mar-13,7.5,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2013-Q2,Jun-13,10,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2013-Q3,Sep-13,8.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2013-Q4,Dec-13,8.3,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2014-Q1,Mar-14,7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2014-Q2,Jun-14,4,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2014-Q3,Sep-14,3.7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2014-Q4,Dec-14,0.7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2015-Q1,Mar-15,-0.2,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2015-Q2,Jun-15,-1.1,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2015-Q3,Sep-15,-3.4,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2015-Q4,Dec-15,-2.9,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2016-Q1,Mar-16,-4.7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2016-Q2,Jun-16,-4.7,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2016-Q3,Sep-16,-4.1,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2016-Q4,Dec-16,-3.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2017-Q1,Mar-17,-3.2,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2017-Q2,Jun-17,-2.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2017-Q3,Sep-17,-1.8,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2017-Q4,Dec-17,-1.3,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2018-Q1,Mar-18,-1.1,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2018-Q2,Jun-18,-0.4,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2018-Q3,Sep-18,0,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2018-Q4,Dec-18,-2.2,,
3,Percentage change from corresponding quarter of the previous year,2,Established houses,5GPER,Greater Perth,Q,Quarterly,2019-Q1,Mar-19,-2.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q1,Mar-09,-3.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q2,Jun-09,1.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q3,Sep-09,8.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2009-Q4,Dec-09,15.1,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q1,Mar-10,18.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q2,Jun-10,14.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q3,Sep-10,10.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2010-Q4,Dec-10,5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q1,Mar-11,0.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q2,Jun-11,0.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q3,Sep-11,-2.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2011-Q4,Dec-11,-1.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q1,Mar-12,-1.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q2,Jun-12,-2.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q3,Sep-12,0.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2012-Q4,Dec-12,0.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q1,Mar-13,-0.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q2,Jun-13,1.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q3,Sep-13,1.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2013-Q4,Dec-13,0,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q1,Mar-14,2,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q2,Jun-14,2.3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q3,Sep-14,2.4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2014-Q4,Dec-14,2.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q1,Mar-15,3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q2,Jun-15,2.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q3,Sep-15,4,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2015-Q4,Dec-15,6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q1,Mar-16,4.6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q2,Jun-16,6,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q3,Sep-16,5.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2016-Q4,Dec-16,5.5,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q1,Mar-17,8.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q2,Jun-17,7.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q3,Sep-17,6.9,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2017-Q4,Dec-17,5.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q1,Mar-18,3.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q2,Jun-18,3,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q3,Sep-18,3.7,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2018-Q4,Dec-18,1.8,,
3,Percentage change from corresponding quarter of the previous year,3,Residential property,8ACTE,Australian Capital Territory,Q,Quarterly,2019-Q1,Mar-19,0,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q1,Mar-09,93.3,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q2,Jun-09,95.8,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q3,Sep-09,97.6,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2009-Q4,Dec-09,101.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q1,Mar-10,102.7,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q2,Jun-10,104.7,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q3,Sep-10,104.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2010-Q4,Dec-10,105,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q1,Mar-11,103.3,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q2,Jun-11,101,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q3,Sep-11,100.3,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2011-Q4,Dec-11,100.3,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q1,Mar-12,99.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q2,Jun-12,99.9,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q3,Sep-12,99.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2012-Q4,Dec-12,100.1,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q1,Mar-13,100,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q2,Jun-13,100.7,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q3,Sep-13,101.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2013-Q4,Dec-13,105.2,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q1,Mar-14,106.5,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q2,Jun-14,106.7,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q3,Sep-14,107.3,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2014-Q4,Dec-14,108.6,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q1,Mar-15,109.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q2,Jun-15,110,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q3,Sep-15,111.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2015-Q4,Dec-15,112.8,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q1,Mar-16,113.5,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q2,Jun-16,114.6,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q3,Sep-16,115.7,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2016-Q4,Dec-16,117.7,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q1,Mar-17,119.8,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q2,Jun-17,120.4,,
1,Index Number,2,Established houses,4GADE,Greater Adelaide,Q,Quarterly,2017-Q3,Sep-17,121,,
